timestamp,capteurA,capteurB,PIR,label
2619532,1,1,1,rien
2619738,1,1,1,rien
2619943,1,1,1,rien
2620148,1,1,1,rien
2620354,1,1,1,rien
2620560,1,1,1,rien
2620766,1,1,1,rien
2620971,1,0,1,entrer
2621177,1,1,1,rien
2621383,1,1,1,rien
2621589,1,1,1,rien
2621795,1,1,1,rien
2622001,1,1,1,rien
2622206,1,1,1,rien
2622412,1,1,1,rien
2622617,1,1,1,rien
2622822,1,1,1,rien
2623027,1,1,1,rien
2623231,1,1,1,rien
2623437,1,1,1,rien
2623642,1,1,1,rien
2623848,1,1,1,rien
2624053,1,1,1,rien
2624259,1,1,1,rien
2624465,1,1,1,rien
2624670,1,1,1,rien
2624876,1,1,1,rien
2625082,1,1,1,rien
2625287,1,1,1,rien
2625493,1,1,1,rien
2625699,1,1,1,rien
2625905,1,1,1,rien
2626110,1,1,1,rien
2626316,1,1,1,rien
2626522,1,1,1,rien
2626727,1,1,1,rien
2626933,1,1,0,rien
2627139,1,1,0,rien
2627345,1,1,0,rien
2627551,1,1,0,rien
2627758,1,1,0,rien
2627963,1,1,0,rien
2628169,1,1,0,rien
2628375,1,1,0,rien
2628580,1,1,0,rien
2628786,1,1,0,rien
2628992,1,1,0,rien
2629197,1,1,0,rien
2629403,1,1,0,rien
2629609,1,1,0,rien
2629815,1,1,0,rien
2630021,1,1,0,rien
2630227,1,1,0,rien
2630432,1,1,0,rien
2630638,1,1,0,rien
2630842,0,1,0,rien
2631048,0,1,0,rien
2631254,0,1,0,rien
2631460,0,1,0,rien
2631665,0,1,1,rien
2631871,1,1,1,rien
2632077,1,1,1,rien
2632282,1,0,1,entrer
2632488,1,1,1,rien
2632694,1,1,1,rien
2632900,1,1,1,rien
2633106,1,1,1,rien
2633312,1,1,1,rien
2633517,1,1,1,rien
2633723,1,1,1,rien
2633929,1,1,1,rien
2634135,1,1,1,rien
2634341,1,1,1,rien
2634551,1,1,1,rien
2634754,1,1,1,rien
2634959,1,1,1,rien
2635165,1,1,1,rien
2635371,1,1,1,rien
2635577,1,1,1,rien
2635783,1,1,1,rien
2635989,1,1,0,rien
2636195,1,1,0,rien
2636401,1,1,0,rien
2636607,1,1,0,rien
2636813,1,1,0,rien
2637019,1,1,0,rien
2637224,1,1,0,rien
2637430,1,1,0,rien
2637636,1,1,0,rien
2637842,1,1,0,rien
2638048,1,1,0,rien
2638254,1,1,0,rien
2638460,1,1,0,rien
2638666,1,1,0,rien
2638872,1,1,0,rien
2639077,1,1,0,rien
2639283,1,1,0,rien
2639489,1,1,0,rien
2639694,1,1,0,rien
2639900,1,1,0,rien
2640105,1,1,0,rien
2640310,1,1,0,rien
2640515,1,1,0,rien
2640721,1,1,1,rien
2640927,1,1,1,rien
2641133,1,1,1,rien
2641339,1,1,1,rien
2641544,1,1,1,rien
2641749,1,1,1,rien
2641955,1,1,1,rien
2642161,1,1,1,rien
2642367,1,1,1,rien
2642573,1,1,1,rien
2642778,1,1,1,rien
2642983,1,1,1,rien
2643189,1,1,1,rien
2643395,1,1,1,rien
2643601,1,1,1,rien
2643807,1,1,1,rien
2644012,1,1,1,rien
2644217,1,1,1,rien
2644423,1,1,1,rien
2644628,1,1,1,rien
2644834,1,1,1,rien
2645040,1,1,1,rien
2645245,1,1,1,rien
2645451,1,1,1,rien
2645657,1,1,0,rien
2645862,1,1,0,rien
2646067,1,1,0,rien
2646271,1,1,0,rien
2646476,1,1,0,rien
2646682,1,1,0,rien
2646888,1,1,0,rien
2647093,1,1,0,rien
2647298,1,1,0,rien
2647504,1,1,0,rien
2647710,1,1,0,rien
2647915,1,1,0,rien
2648121,1,1,0,rien
2648326,1,1,0,rien
2648531,1,1,0,rien
2648737,1,1,0,rien
2648942,1,1,0,rien
2649147,1,1,0,rien
2649353,1,1,0,rien
2649559,1,1,0,rien
2649768,1,1,0,rien
2649970,1,1,0,rien
2650176,1,1,0,rien
2650381,1,1,0,rien
2650587,1,1,0,rien
2650791,1,1,1,rien
2650996,1,1,1,rien
2651202,1,1,1,rien
2651408,0,1,1,rien
2651614,0,1,1,rien
2651820,0,1,1,rien
2652027,1,1,1,rien
2652233,1,0,1,entrer
2652439,1,1,1,rien
2652645,1,1,1,rien
2652850,1,1,1,rien
2653056,1,1,1,rien
2653262,1,1,1,rien
2653468,1,1,1,rien
2653674,1,1,1,rien
2653879,1,1,0,rien
2654085,1,1,0,rien
2654291,1,1,0,rien
2654497,1,1,0,rien
2654702,0,1,0,rien
2654908,0,1,0,rien
2655114,1,0,0,rien
2655320,1,1,0,rien
2655526,1,1,0,rien
2655732,1,1,0,rien
2655937,1,1,0,rien
2656143,1,1,0,rien
2656349,1,1,0,rien
2656554,1,1,0,rien
2656760,1,1,0,rien
2656966,1,1,0,rien
2657172,1,1,0,rien
2657378,1,1,0,rien
2657584,1,1,0,rien
2657790,0,1,0,rien
2657996,0,1,0,rien
2658202,0,1,0,rien
2658408,1,1,0,rien
2658614,1,1,0,rien
2658820,1,0,0,rien
2659026,1,0,0,rien
2659232,1,1,1,rien
2659438,1,1,1,rien
2659643,1,1,1,rien
2659849,1,1,1,rien
2660055,1,1,1,rien
2660261,1,1,1,rien
2660467,1,1,1,rien
2660673,1,1,1,rien
2660879,1,1,1,rien
2661085,1,1,1,rien
2661291,1,1,1,rien
2661496,0,1,1,rien
2661702,0,1,1,rien
2661908,0,1,1,rien
2662113,1,1,1,rien
2662319,1,1,1,rien
2662525,1,0,1,entrer
2662730,1,0,1,rien
2662936,1,0,1,rien
2663141,1,1,1,rien
2663347,1,1,1,rien
2663553,1,1,1,rien
2663759,1,1,1,rien
2663965,1,1,1,rien
2664171,1,1,1,rien
2664377,1,1,1,rien
2664582,1,1,1,rien
2664788,1,1,1,rien
2664998,1,1,1,rien
2665201,0,1,1,rien
2665405,0,1,1,rien
2665610,0,1,1,rien
2665816,1,1,1,rien
2666022,1,0,1,entrer
2666228,1,1,1,rien
2666434,1,1,1,rien
2666640,1,1,1,rien
2666846,1,1,1,rien
2667052,1,1,1,rien
2667257,1,1,1,rien
2667463,1,1,1,rien
2667668,1,1,1,rien
2667874,1,1,1,rien
2668080,1,1,1,rien
2668285,1,1,1,rien
2668490,1,1,1,rien
2668696,1,1,1,rien
2668902,1,1,1,rien
2669107,1,1,1,rien
2669311,1,1,1,rien
2669516,1,1,1,rien
2669721,1,1,1,rien
2669927,1,1,1,rien
2670133,1,1,1,rien
2670338,1,1,0,rien
2670544,1,1,0,rien
2670749,1,1,0,rien
2670955,1,1,0,rien
2671161,1,1,0,rien
2671366,1,1,0,rien
2671571,1,1,0,rien
2671777,1,1,0,rien
2671982,1,1,0,rien
2672187,1,1,0,rien
2672393,1,1,0,rien
2672598,1,1,0,rien
2672803,1,1,0,rien
2673009,1,1,0,rien
2673215,1,1,0,rien
2673420,1,1,0,rien
2673626,1,1,0,rien
2673832,1,1,0,rien
2674037,1,1,0,rien
2674243,0,1,0,rien
2674449,0,1,0,rien
2674655,0,1,0,rien
2674861,0,1,0,rien
2675068,0,1,0,rien
2675274,0,1,1,rien
2675480,1,1,1,rien
2675686,1,1,1,rien
2675891,1,1,1,rien
2676097,1,1,1,rien
2676303,1,0,1,entrer
2676508,1,0,1,rien
2676714,1,1,1,rien
2676918,1,1,1,rien
2677124,1,1,1,rien
2677330,1,1,1,rien
2677536,1,1,1,rien
2677741,1,1,1,rien
2677947,1,1,1,rien
2678153,1,1,1,rien
2678358,1,1,1,rien
2678564,1,1,1,rien
2678770,1,1,1,rien
2678976,1,1,1,rien
2679182,1,1,1,rien
2679388,1,1,1,rien
2679593,1,1,1,rien
2679799,1,1,1,rien
2680005,1,1,1,rien
2680216,1,1,1,rien
2680417,1,1,0,rien
2680621,1,1,0,rien
2680826,1,1,0,rien
2681032,1,1,0,rien
2681238,1,1,0,rien
2681440,1,1,0,rien
2681646,1,1,0,rien
2681851,1,1,0,rien
2682053,1,1,0,rien
2682258,1,1,0,rien
2682464,1,1,0,rien
2682669,1,1,0,rien
2682875,1,1,0,rien
2683081,1,1,0,rien
2683287,1,1,0,rien
2683493,1,1,0,rien
2683697,1,1,0,rien
2683903,1,1,0,rien
2684109,1,1,0,rien
2684315,1,1,0,rien
2684521,1,1,0,rien
2684727,1,1,0,rien
2684933,1,1,0,rien
2685138,1,1,0,rien
2685344,1,1,0,rien
2685550,0,1,1,rien
2685755,0,1,1,rien
2685961,0,1,1,rien
2686167,1,1,1,rien
2686373,1,1,1,rien
2686579,1,0,1,entrer
2686785,1,0,1,rien
2686991,1,1,1,rien
2687197,1,1,1,rien
2687403,1,1,1,rien
2687608,1,1,1,rien
2687814,1,1,1,rien
2688020,1,1,1,rien
2688226,1,1,1,rien
2688432,1,1,1,rien
2688638,1,1,1,rien
2688843,1,1,1,rien
2689049,1,1,1,rien
2689255,1,1,1,rien
2689461,0,1,1,rien
2689667,0,1,1,rien
2689873,0,1,1,rien
2690078,1,1,1,rien
2690284,1,1,1,rien
2690490,1,0,1,entrer
2690695,1,0,1,rien
2690901,1,1,1,rien
2691107,1,1,1,rien
2691309,1,1,1,rien
2691514,1,1,1,rien
2691720,1,1,1,rien
2691922,1,1,1,rien
2692127,1,1,1,rien
2692331,1,1,1,rien
2692536,1,1,1,rien
2692742,1,1,1,rien
2692948,1,1,1,rien
2693153,1,1,1,rien
2693359,1,1,1,rien
2693565,1,1,1,rien
2693771,1,1,1,rien
2693977,1,1,1,rien
2694183,1,1,1,rien
2694389,1,1,0,rien
2694595,1,1,0,rien
2694801,1,1,0,rien
2695007,1,1,0,rien
2695213,0,1,0,rien
2695423,0,1,0,rien
2695626,0,1,0,rien
2695832,1,1,0,rien
2696038,1,1,0,rien
2696243,1,0,0,rien
2696449,1,1,0,rien
2696655,1,1,0,rien
2696860,1,1,0,rien
2697066,1,1,0,rien
2697272,1,1,0,rien
2697477,1,1,0,rien
2697682,1,1,0,rien
2697888,1,1,0,rien
2698093,1,1,0,rien
2698298,1,1,0,rien
2698504,1,1,0,rien
2698709,1,1,0,rien
2698914,1,1,0,rien
2699120,1,1,0,rien
2699326,1,1,0,rien
2699531,1,1,1,rien
2699737,1,1,1,rien
2699943,1,1,1,rien
2700149,1,1,1,rien
2700355,1,1,1,rien
2700561,1,1,1,rien
2700766,0,1,1,rien
2700972,0,1,1,rien
2701180,0,1,1,rien
2701386,0,1,1,rien
2701592,1,1,1,rien
2701798,1,0,1,entrer
2702004,1,0,1,rien
2702210,1,1,1,rien
2702416,1,1,1,rien
2702622,1,1,1,rien
2702828,1,1,1,rien
2703034,1,1,1,rien
2703240,1,1,1,rien
2703446,1,1,1,rien
2703652,1,1,1,rien
2703857,1,1,1,rien
2704063,1,1,1,rien
2704269,0,1,1,rien
2704474,0,1,1,rien
2704680,0,1,1,rien
2704886,1,1,1,rien
2705091,1,0,1,entrer
2705297,1,0,1,rien
2705503,1,1,1,rien
2705709,1,1,1,rien
2705915,1,1,1,rien
2706120,1,1,1,rien
2706326,1,1,1,rien
2706532,1,1,1,rien
2706738,1,1,1,rien
2706944,1,1,1,rien
2707150,1,1,1,rien
2707356,1,1,1,rien
2707562,1,1,1,rien
2707768,1,1,1,rien
2707974,0,1,1,rien
2708179,0,1,1,rien
2708385,0,1,1,rien
2708591,1,1,1,rien
2708796,1,0,1,entrer
2709002,1,1,1,rien
2709208,1,1,1,rien
2709414,1,1,1,rien
2709620,1,1,1,rien
2709826,1,1,1,rien
2710031,1,1,1,rien
2710237,1,1,1,rien
2710443,1,1,1,rien
2710652,1,1,1,rien
2710855,1,1,1,rien
2711061,1,1,1,rien
2711266,1,1,1,rien
2711472,1,1,1,rien
2711678,0,1,1,rien
2711884,1,1,1,rien
2712090,1,0,1,entrer
2712296,1,1,1,rien
2712502,1,1,1,rien
2712708,1,1,1,rien
2712914,1,1,1,rien
2713119,0,1,1,rien
2713325,0,1,1,rien
2713531,1,1,1,rien
2713736,1,0,1,entrer
2713942,1,1,1,rien
2714147,1,1,1,rien
2714352,1,1,1,rien
2714558,1,1,1,rien
2714764,0,1,1,rien
2714970,0,1,1,rien
2715176,1,1,1,rien
2715380,1,0,1,entrer
2715586,1,1,1,rien
2715792,1,1,1,rien
2715998,1,1,1,rien
2716203,1,1,1,rien
2716409,0,1,1,rien
2716615,0,1,1,rien
2716820,0,1,1,rien
2717025,1,1,1,rien
2717231,1,0,1,entrer
2717436,1,1,1,rien
2717642,1,1,1,rien
2717848,1,1,1,rien
2718053,1,1,1,rien
2718259,1,1,1,rien
2718465,1,1,1,rien
2718670,0,1,1,rien
2718876,0,1,1,rien
2719082,1,1,1,rien
2719287,1,0,1,entrer
2719492,1,1,1,rien
2719698,1,1,1,rien
2719904,1,1,1,rien
2720109,1,1,1,rien
2720315,1,1,1,rien
2720521,1,1,1,rien
2720726,1,1,1,rien
2720932,1,1,1,rien
2721138,1,1,1,rien
2721343,1,1,1,rien
2721549,1,1,1,rien
2721755,1,1,1,rien
2721960,1,1,1,rien
2722166,1,1,1,rien
2722370,1,1,1,rien
2722575,1,1,1,rien
2722781,1,1,1,rien
2722985,1,1,1,rien
2723191,1,1,1,rien
2723397,1,1,1,rien
2723603,1,1,1,rien
2723808,1,1,1,rien
2724014,1,1,1,rien
2724221,1,1,1,rien
2724426,1,1,1,rien
2724632,1,1,1,rien
2724838,1,1,1,rien
2725043,1,1,1,rien
2725249,1,1,1,rien
2725455,1,1,1,rien
2725660,1,1,0,rien
2725870,1,1,0,rien
2726073,1,1,0,rien
2726278,1,1,0,rien
2726484,1,1,0,rien
2726690,1,1,0,rien
2726895,1,1,0,rien
2727101,1,1,0,rien
2727307,0,1,0,rien
2727512,0,1,0,rien
2727718,0,1,0,rien
2727925,1,1,0,rien
2728130,1,0,0,rien
2728336,1,1,0,rien
2728542,1,1,0,rien
2728747,1,1,0,rien
2728953,1,1,0,rien
2729159,1,1,0,rien
2729365,1,1,0,rien
2729571,1,1,0,rien
2729777,1,0,0,rien
2729983,1,0,0,rien
2730189,1,1,0,rien
2730395,1,1,0,rien
2730601,1,1,0,rien
2730807,1,1,0,rien
2731013,1,1,0,rien
2731218,1,1,0,rien
2731424,1,1,0,rien
2731629,1,1,0,rien
2731834,1,1,1,rien
2732040,1,1,1,rien
2732246,1,1,1,rien
2732452,1,1,1,rien
2732658,0,1,1,rien
2732864,0,1,1,rien
2733069,0,1,1,rien
2733275,1,1,1,rien
2733481,1,1,1,rien
2733686,1,1,1,rien
2733892,1,1,1,rien
2734098,1,1,1,rien
2734303,1,1,1,rien
2734508,1,1,1,rien
2734714,1,1,1,rien
2734920,1,0,1,entrer
2735126,1,0,1,rien
2735332,1,1,1,rien
2735537,1,1,1,rien
2735743,1,1,1,rien
2735949,1,1,1,rien
2736154,1,1,1,rien
2736359,1,1,1,rien
2736565,1,1,1,rien
2736770,1,1,1,rien
2736976,1,1,1,rien
2737182,0,1,1,rien
2737388,0,1,1,rien
2737594,0,1,1,rien
2737800,1,1,1,rien
2738006,1,0,1,entrer
2738212,1,1,1,rien
2738416,1,1,1,rien
2738622,1,1,1,rien
2738828,1,1,1,rien
2739034,1,1,1,rien
2739239,1,1,1,rien
2739445,1,1,1,rien
2739651,0,1,1,rien
2739856,0,1,1,rien
2740062,1,1,1,rien
2740268,1,0,1,entrer
2740474,1,1,1,rien
2740680,1,1,1,rien
2740886,1,1,1,rien
2741095,1,1,1,rien
2741297,1,1,1,rien
2741503,1,1,1,rien
2741708,1,1,1,rien
2741913,0,1,1,rien
2742119,0,1,1,rien
2742325,1,1,1,rien
2742531,1,0,1,entrer
2742737,1,1,1,rien
2742943,1,1,1,rien
2743149,1,1,1,rien
2743355,1,1,1,rien
2743560,1,1,1,rien
2743765,1,1,1,rien
2743971,1,1,1,rien
2744176,0,1,1,rien
2744381,0,1,1,rien
2744587,1,1,1,rien
2744793,1,0,1,entrer
2744998,1,1,1,rien
2745204,1,1,1,rien
2745410,1,1,1,rien
2745615,1,1,1,rien
2745821,1,1,1,rien
2746025,1,1,1,rien
2746231,0,1,1,rien
2746437,0,1,1,rien
2746644,1,1,1,rien
2746849,1,0,1,entrer
2747055,1,1,1,rien
2747261,1,1,1,rien
2747466,1,1,1,rien
2747672,1,1,1,rien
2747878,1,1,1,rien
2748083,1,1,1,rien
2748289,1,1,1,rien
2748495,1,1,1,rien
2748700,1,1,1,rien
2748906,1,1,1,rien
2749112,1,1,1,rien
2749317,1,1,1,rien
2749523,1,1,0,rien
2749729,1,1,0,rien
2749934,1,1,0,rien
2750140,1,1,0,rien
2750346,1,1,0,rien
2750552,1,1,0,rien
2750758,1,1,0,rien
2750964,1,1,0,rien
2751169,1,1,0,rien
2751375,1,1,0,rien
2751581,1,1,0,rien
2751787,1,1,0,rien
2751993,0,1,0,rien
2752199,0,1,0,rien
2752404,0,1,0,rien
2752610,0,1,0,rien
2752816,1,1,0,rien
2753022,1,1,0,rien
2753228,1,0,0,rien
2753434,1,0,0,rien
2753640,1,0,0,rien
2753846,1,1,0,rien
2754052,1,1,0,rien
2754257,1,1,0,rien
2754463,1,1,1,rien
2754669,1,1,1,rien
2754875,1,1,1,rien
2755081,1,1,1,rien
2755287,1,1,1,rien
2755493,1,1,1,rien
2755699,1,1,1,rien
2755905,1,1,1,rien
2756111,1,1,1,rien
2756321,1,1,1,rien
2756523,1,1,1,rien
2756729,1,1,1,rien
2756935,1,1,1,rien
2757140,1,1,0,rien
2757346,1,1,0,rien
2757552,1,1,0,rien
2757758,1,1,0,rien
2757964,1,1,0,rien
2758170,1,1,0,rien
2758375,1,1,0,rien
2758581,1,1,0,rien
2758787,1,1,0,rien
2758993,1,1,0,rien
2759198,1,1,0,rien
2759404,1,1,0,rien
2759610,1,1,0,rien
2759816,1,1,0,rien
2760022,1,1,0,rien
2760228,1,1,0,rien
2760433,1,1,0,rien
2760639,0,1,0,rien
2760845,0,1,0,rien
2761051,0,1,0,rien
2761257,0,1,0,rien
2761462,0,1,0,rien
2761667,0,1,0,rien
2761873,0,1,1,rien
2762079,0,1,1,rien
2762284,0,1,1,rien
2762490,1,1,1,rien
2762695,1,1,1,rien
2762901,1,1,1,rien
2763107,1,1,1,rien
2763313,1,0,1,entrer
2763519,1,0,1,rien
2763725,1,0,1,rien
2763931,1,1,1,rien
2764136,1,1,1,rien
2764341,1,1,1,rien
2764547,1,1,1,rien
2764752,1,1,1,rien
2764957,1,1,1,rien
2765163,1,1,1,rien
2765369,1,1,1,rien
2765574,1,1,1,rien
2765780,1,1,1,rien
2765985,1,1,1,rien
2766190,1,1,1,rien
2766396,1,1,0,rien
2766601,1,1,0,rien
2766807,1,1,0,rien
2767013,1,1,0,rien
2767219,1,1,0,rien
2767425,1,1,0,rien
2767631,1,1,0,rien
2767837,1,1,0,rien
2768042,1,1,0,rien
2768248,0,1,0,rien
2768454,0,1,0,rien
2768659,0,1,0,rien
2768865,0,1,0,rien
2769069,0,1,0,rien
2769275,0,1,0,rien
2769481,1,1,0,rien
2769687,1,1,0,rien
2769892,1,1,0,rien
2770098,1,1,0,rien
2770304,1,1,0,rien
2770509,1,1,0,rien
2770715,1,1,0,rien
2770921,1,1,0,rien
2771126,1,1,0,rien
2771332,1,1,0,rien
2771542,1,1,0,rien
2771746,1,1,1,rien
2771949,1,1,1,rien
2772155,1,1,1,rien
2772360,1,1,1,rien
2772566,1,0,1,rien
2772772,1,0,1,rien
2772977,1,1,1,rien
2773183,1,1,1,rien
2773390,1,1,1,rien
2773596,1,1,1,rien
2773802,1,1,1,rien
2774008,1,1,1,rien
2774213,1,1,1,rien
2774419,1,1,1,rien
2774625,1,1,1,rien
2774831,1,1,1,rien
2775037,1,1,1,rien
2775243,1,1,1,rien
2775449,1,1,1,rien
2775655,1,1,1,rien
2775861,1,1,1,rien
2776066,1,1,1,rien
2776272,1,1,1,rien
2776478,1,1,1,rien
2776683,1,1,1,rien
2776889,1,1,1,rien
2777095,1,1,1,rien
2777301,1,1,1,rien
2777507,1,1,1,rien
2777713,1,1,1,rien
2777919,1,1,1,rien
2778125,1,1,1,rien
2778331,1,1,1,rien
2778536,1,1,1,rien
2778742,1,1,1,rien
2778948,1,1,1,rien
2779153,1,1,1,rien
2779359,0,1,1,rien
2779565,0,1,1,rien
2779771,0,1,1,rien
2779977,0,1,1,rien
2780183,1,1,1,rien
2780388,1,1,1,rien
2780594,1,0,1,entrer
2780800,1,0,1,rien
2781006,1,0,1,rien
2781212,1,1,1,rien
2781418,1,1,1,rien
2781624,1,1,1,rien
2781830,1,1,1,rien
2782036,1,1,1,rien
2782242,1,1,1,rien
2782448,1,1,1,rien
2782654,1,1,1,rien
2782860,1,1,1,rien
2783066,1,1,1,rien
2783272,1,1,1,rien
2783478,1,1,1,rien
2783684,1,1,1,rien
2783890,1,1,1,rien
2784096,1,1,1,rien
2784302,1,1,1,rien
2784506,1,1,1,rien
2784711,1,1,1,rien
2784917,1,1,1,rien
2785123,1,1,1,rien
2785329,1,1,0,rien
2785535,1,1,0,rien
2785741,1,1,0,rien
2785947,1,1,0,rien
2786152,1,1,0,rien
2786358,1,1,0,rien
2786563,1,1,0,rien
2786772,1,1,0,rien
2786974,1,1,0,rien
2787178,1,1,0,rien
2787383,0,1,0,rien
2787589,0,1,0,rien
2787794,0,1,0,rien
2788000,0,1,0,rien
2788206,0,1,0,rien
2788412,0,1,0,rien
2788617,0,1,0,rien
2788823,0,1,0,rien
2789029,0,1,0,rien
2789234,1,1,0,rien
2789440,1,1,0,rien
2789646,0,1,0,rien
2789852,0,1,0,rien
2790058,0,1,0,rien
2790263,1,1,1,rien
2790468,0,1,1,rien
2790674,1,1,1,rien
2790880,1,1,1,rien
2791085,1,0,1,entrer
2791291,1,1,1,rien
2791499,1,1,1,rien
2791704,1,1,1,rien
2791910,1,1,1,rien
2792114,1,1,1,rien
2792320,1,1,1,rien
2792526,1,1,1,rien
2792732,1,1,1,rien
2792937,1,1,1,rien
2793143,1,1,1,rien
2793349,1,1,1,rien
2793554,1,1,1,rien
2793760,1,1,1,rien
2793966,1,1,1,rien
2794171,1,1,1,rien
2794377,1,1,1,rien
2794583,1,1,1,rien
2794788,1,1,1,rien
2794994,1,1,1,rien
2795200,1,1,1,rien
2795405,1,1,0,rien
2795611,1,1,0,rien
2795817,1,1,0,rien
2796022,1,1,0,rien
2796228,1,1,0,rien
2796434,1,1,0,rien
2796639,1,1,0,rien
2796845,1,1,0,rien
2797051,1,1,0,rien
2797256,1,1,0,rien
2797463,1,1,0,rien
2797669,0,1,0,rien
2797875,0,1,0,rien
2798081,0,1,0,rien
2798287,0,1,0,rien
2798493,0,1,0,rien
2798699,0,1,0,rien
2798905,0,1,0,rien
2799111,0,1,0,rien
2799317,0,1,0,rien
2799523,0,1,0,rien
2799728,0,1,0,rien
2799934,0,1,0,rien
2800140,0,1,0,rien
2800346,0,1,0,rien
2800552,1,1,1,rien
2800758,1,1,1,rien
2800964,1,1,1,rien
2801170,1,1,1,rien
2801376,1,1,1,rien
2801581,1,1,1,rien
2801787,1,1,1,rien
2801997,1,1,1,rien
2802202,1,1,1,rien
2802405,1,0,1,rien
2802611,1,1,1,rien
2802817,1,1,1,rien
2803023,1,1,1,rien
2803229,1,1,1,rien
2803435,1,1,1,rien
2803641,1,1,1,rien
2803847,1,1,1,rien
2804052,1,1,1,rien
2804258,1,1,1,rien
2804464,1,1,1,rien
2804669,1,1,1,rien
2804875,1,1,1,rien
2805081,1,1,1,rien
2805287,1,1,1,rien
2805493,1,1,1,rien
2805699,1,1,1,rien
2805904,1,1,1,rien
2806110,1,1,1,rien
2806316,1,1,1,rien
2806522,1,1,1,rien
2806728,1,1,1,rien
2806934,1,1,1,rien
2807140,1,1,1,rien
2807346,1,1,1,rien
2807550,1,1,1,rien
2807755,1,1,1,rien
2807961,1,1,1,rien
2808167,1,1,1,rien
2808372,1,1,1,rien
2808577,1,1,1,rien
2808783,1,1,1,rien
2808988,1,1,1,rien
2809194,1,1,1,rien
2809400,1,1,1,rien
2809606,1,1,1,rien
2809811,1,1,1,rien
2810017,1,1,1,rien
2810223,1,1,1,rien
2810429,1,1,0,rien
2810635,1,1,0,rien
2810840,1,1,0,rien
2811046,1,1,0,rien
2811252,1,1,0,rien
2811458,1,1,0,rien
2811664,1,1,0,rien
2811870,1,1,0,rien
2812075,1,1,0,rien
2812281,1,1,0,rien
2812487,1,1,0,rien
2812693,1,1,0,rien
2812898,1,1,0,rien
2813104,1,1,0,rien
2813311,1,1,0,rien
2813516,1,1,0,rien
2813722,1,1,0,rien
2813928,1,1,0,rien
2814133,1,1,0,rien
2814339,1,1,0,rien
2814545,1,1,0,rien
2814751,1,1,0,rien
2814957,1,1,0,rien
2815162,1,1,0,rien
2815368,1,1,0,rien
2815574,1,1,0,rien
2815780,1,1,0,rien
2815986,1,1,0,rien
2816192,1,1,0,rien
2816398,1,1,1,rien
2816603,1,1,1,rien
2816809,1,1,1,rien
2817015,1,1,1,rien
2817226,0,1,1,rien
2817427,0,1,1,rien
2817633,0,1,1,rien
2817838,1,1,1,rien
2818044,1,1,1,rien
2818250,1,0,1,entrer
2818455,1,1,1,rien
2818661,1,1,1,rien
2818867,1,1,1,rien
2819073,1,1,1,rien
2819279,1,1,1,rien
2819485,1,1,1,rien
2819691,1,1,1,rien
2819897,1,1,1,rien
2820103,1,1,1,rien
2820309,1,1,0,rien
2820515,1,1,0,rien
2820721,1,1,0,rien
2820927,1,1,0,rien
2821133,1,1,0,rien
2821339,1,1,0,rien
2821544,1,1,0,rien
2821750,1,1,0,rien
2821956,1,1,0,rien
2822162,1,1,0,rien
2822368,1,1,0,rien
2822574,0,1,0,rien
2822779,0,1,0,rien
2822985,0,1,0,rien
2823190,0,1,0,rien
2823395,0,1,0,rien
2823601,0,1,0,rien
2823807,0,1,0,rien
2824013,0,1,0,rien
2824219,0,1,0,rien
2824425,0,1,0,rien
2824630,0,1,0,rien
2824836,0,1,0,rien
2825042,0,1,1,rien
2825247,0,1,1,rien
2825453,0,1,1,rien
2825659,0,0,1,rien
2825864,0,0,1,rien
2826070,0,1,1,rien
2826276,0,1,1,rien
2826482,0,1,1,rien
2826688,0,1,1,rien
2826894,0,1,1,rien
2827099,0,1,1,rien
2827305,0,1,1,rien
2827511,0,1,1,rien
2827716,0,1,1,rien
2827922,0,1,1,rien
2828128,0,1,1,rien
2828333,0,1,1,rien
2828539,0,1,1,rien
2828745,0,1,1,rien
2828951,0,1,1,rien
2829157,0,1,1,rien
2829363,0,1,1,rien
2829568,0,1,1,rien
2829773,0,1,1,rien
2829979,0,1,1,rien
2830184,0,1,1,rien
2830389,0,1,1,rien
2830593,0,1,1,rien
2830799,0,1,1,rien
2831005,0,1,1,rien
2831210,0,1,1,rien
2831416,0,1,1,rien
2831621,0,1,1,rien
2831827,0,1,1,rien
2832033,1,1,1,rien
2832238,1,1,1,rien
2832448,1,1,0,rien
2832650,1,1,0,rien
2832856,1,1,0,rien
2833062,1,1,0,rien
2833268,1,1,0,rien
2833474,1,1,0,rien
2833680,1,1,0,rien
2833886,1,1,0,rien
2834091,1,1,0,rien
2834297,1,1,0,rien
2834503,1,1,0,rien
2834709,1,1,0,rien
2834915,1,1,0,rien
2835122,1,1,0,rien
2835327,1,1,0,rien
2835533,1,1,0,rien
2835739,1,1,0,rien
2835944,1,1,0,rien
2836150,1,1,0,rien
2836356,1,1,0,rien
2836562,1,1,0,rien
2836768,1,1,0,rien
2836974,1,1,0,rien
2837180,1,1,0,rien
2837387,1,1,0,rien
2837593,1,1,0,rien
2837798,1,1,0,rien
2838004,1,1,0,rien
2838209,1,1,1,rien
2838415,1,1,1,rien
2838621,1,1,1,rien
2838827,1,1,1,rien
2839032,0,1,1,rien
2839238,0,1,1,rien
2839444,1,1,1,rien
2839649,1,0,1,entrer
2839855,1,0,1,rien
2840061,1,1,1,rien
